Inf;Player;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Kim Kjærgaard;0;0;0;0;1.1;100;0.0;6.4;11.6;9.5;0.0;2.1;1.1;0.0;0%;0%;0.0;0;0.0;24.4;7.4;0.0;9.5;15.9;70.9;79.4;89%;0.0;0;0.0;0.0;0;1.1;1.1;85;28.3333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0 (3);0;1.1;5.3;20;1.1;5.3;20;1.1;0;0.0;0;6.4;6.4;6;Denmark;3F Superliga;DEN;FC Midtjylland;D/M (R), AM (RL);22;Unknown;€4.2K p/w
;Allan Kjær;0;0;0;0;1.5;73;0.0;3.2;8.4;7.3;0.1;2.2;1.3;0.1;6%;41%;1.2;0;0.0;13.4;0.3;12.5;6.7;10.3;66.0;75.3;88%;1.1;5;0.5;0.0;0;1.7;1.6;948;55.7647058823529;0.2;0.2;0.2;0.0;0.1;0.0;14 (3);474;0.1;0.4;25;0.1;0.8;12;0.4;77;2.3;24;0.7;2.9;31;Denmark;3F Superliga;DEN;FC Nordsjælland;DM, M (C);18;Unknown;€2.2K p/w
;Aksel Grubbe;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;16 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Midtjylland;ST (C);19;Unknown;€1.1K p/w
;Marcello Dohn;0;0;0;0;1.3;79;0.1;1.3;6.5;5.1;0.1;2.2;0.9;0.1;6%;58%;1.1;0;0.0;11.0;1.4;12.3;1.9;8.8;34.2;39.7;86%;1.4;6;0.3;0.1;0;0.5;2.0;1560;86.6666666666667;0.2;0.1;0.2;0.0;0.1;0.0;18;780;0.3;2.0;17;0.4;2.4;17;0.0;33;3.3;58;6.8;10.2;176;Denmark;3F Superliga;GER;Lyngby;AM (LC), ST (C);23;Unknown;€3.5K p/w
;Daniel Ahmadi;0;0;0;0;1.0;82;0.4;1.3;5.1;9.2;0.4;3.6;1.5;0.5;6%;41%;0.5;0;0.0;13.0;0.2;12.5;4.3;6.9;32.4;38.3;85%;1.0;2;0.1;0.1;0;1.1;1.8;1228;68.2222222222222;0.0;0.1;0.0;0.0;0.0;0.0;12 (6);1228;0.0;0.1;0;0.0;0.1;0;0.0;29;0.6;8;1.5;2.1;28;Denmark;3F Superliga;FIN;Hvidovre IF;DM, M (C);23;Unknown;€3K p/w
;Nicolas Søbye;0;0;0;0;0.6;100;0.0;1.2;3.5;2.9;0.0;0.6;0.6;0.0;20%;100%;2.9;0;0.0;7.6;0.0;10.7;1.2;9.4;19.4;20.0;97%;0.6;0;0.0;0.0;0;2.4;0.6;153;38.25;0.5;0.6;0.5;0.0;0.1;0.0;0 (4);153;0.0;0.6;0;0.0;0.6;0;0.0;25;2.4;4;7.1;9.4;16;Denmark;3F Superliga;DEN;AGF;DM, M/AM (C), ST (C);22;Unknown;€2.4K p/w
;Tarik Kadrić;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;BIH;FC Midtjylland;M/AM (R);23;Unknown;€3.8K p/w
;Nate Sánchez;0;0;0;0;0.8;87;0.5;0.7;2.2;8.5;0.2;1.7;1.0;0.6;0%;33%;0.1;0;0.0;5.7;0.0;10.4;2.5;6.1;28.4;34.0;84%;0.0;2;0.1;0.0;0;0.8;1.9;1530;90;0.0;0.0;0.0;0.0;0.0;0.0;1 (13);0;0.0;0.1;0;0.1;0.8;15;0.4;33;1.4;23;2.7;4.1;69;Denmark;3F Superliga;USA;Lyngby;D (LC);23;Unknown;€2.9K p/w
;Tadeáš Hájovský;0;0;0;0;1.5;64;0.5;1.7;6.1;8.9;0.3;2.8;1.3;0.7;6%;53%;1.0;0;0.0;12.0;0.3;11.1;3.8;7.6;27.1;32.6;83%;1.0;7;0.4;0.2;0;2.1;1.7;1690;84.5;0.1;0.1;0.1;0.0;0.1;0.0;9 (11);845;0.0;0.2;0;0.0;0.2;0;0.0;34;1.3;24;2.5;3.8;71;Denmark;3F Superliga;SVK;Vejle;D (R), DM, M (C);28;Unknown;€5.25K p/w
;Nuno Matos;0;0;0;0;0.6;67;1.1;0.7;2.6;11.1;0.0;3.2;1.6;0.8;0%;0%;0.0;0;0.0;4.5;0.0;10.1;2.8;4.4;51.9;56.1;93%;0.2;1;0.0;0.0;0;1.0;2.0;2022;87.9130434782609;0.0;0.0;0.0;0.0;0.0;0.0;23;0;0.0;0.0;0;0.0;0.0;0;1.2;62;3.8;85;2.3;6.1;137;Denmark;3F Superliga;POR;FC Fredericia;D (RC);29;Unknown;€3.8K p/w
;Victor Trankjær;0;0;0;0;1.8;100;0.0;2.7;11.6;7.1;0.0;2.7;0.9;0.4;14%;29%;0.9;0;0.0;12.9;8.0;14.0;8.0;16.0;49.9;58.4;85%;4.5;5;2.2;0.9;0;2.2;1.3;202;25.25;0.2;0.4;0.2;0.0;0.7;0.0;1 (7);202;2.7;8.9;30;2.7;8.9;30;0.0;45;2.2;5;2.7;4.9;11;Denmark;3F Superliga;DEN;FC Midtjylland;AM (L), ST (C);19;Unknown;€5.25K p/w
Lst;Noah Sahsah;0;0;0;1;1.8;50;0.2;3.5;15.7;8.6;0.0;3.7;2.0;0.2;0%;40%;0.4;0;0.0;18.8;3.1;14.1;5.5;19.2;37.6;44.4;85%;2.3;0;0.0;0.0;0;0.4;3.3;460;30.6666666666667;0.1;0.0;0.1;0.0;0.1;0.0;2 (13);0;1.0;6.5;15;1.0;6.5;15;0.2;19;0.6;3;2.5;3.1;16;Denmark;3F Superliga;DEN;Hvidovre IF;M (C), AM (RLC);28;Unknown;€2.4K p/w
;Mathias Kortegaard;0;0;0;0;2.1;71;0.4;1.8;13.3;8.9;0.2;3.5;1.5;0.5;6%;61%;0.8;0;0.0;24.7;1.8;13.5;3.7;11.9;30.8;37.2;83%;1.8;7;0.5;0.1;0;1.0;1.1;1177;65.3888888888889;0.1;0.1;0.1;0.0;0.1;0.0;17 (1);1177;0.8;4.9;16;0.8;4.9;15;0.0;29;1.4;18;3.4;4.7;62;Denmark;3F Superliga;DEN;Hvidovre IF;M (C), AM (RC), ST (C);22;Unknown;€3.2K p/w
;Tobias Lund;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;50%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88%;0.0;1;0.0;0.0;0;0.0;0.0;47;15.6666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0 (3);0;0.0;0.0;100;0.0;0.0;100;0.0;0;0.0;0;0.0;0.0;1;Denmark;3F Superliga;DEN;AGF;WB/M/AM (L);23;Unknown;€3K p/w
;Junior Poortvliet;0;0;0;0;1.5;72;0.6;1.7;6.0;14.4;0.0;3.5;1.2;0.9;0%;0%;0.0;0;0.0;13.5;0.0;11.7;4.3;12.8;34.9;43.1;81%;0.3;1;0.1;0.0;0;1.2;1.7;781;52.0666666666667;0.0;0.0;0.0;0.0;0.0;0.0;8 (7);0;0.3;1.8;19;0.3;1.8;18;3.0;70;5.4;47;2.3;7.7;67;Denmark;3F Superliga;NED;Hvidovre IF;D (RC);26;Unknown;€2.6K p/w
;Abass Badji;0;0;0;0;0.1;100;0.1;0.5;2.9;3.4;0.0;1.0;0.3;0.1;11%;11%;0.1;0;0.0;6.5;1.4;11.6;2.9;8.2;36.6;42.7;86%;2.0;4;0.5;0.0;0;0.9;2.1;775;77.5;0.1;0.1;0.1;0.0;0.1;0.0;10;775;0.3;1.2;30;0.3;1.2;30;0.0;31;1.4;12;3.1;4.5;39;Denmark;3F Superliga;SEN;Hvidovre IF;M/AM (C);29;Unknown;€5.25K p/w
;Tobias Berendt;0;0;0;0;0.0;0;0.0;0.7;3.8;1.9;0.0;1.4;0.5;0.0;9%;18%;0.5;0;0.0;9.0;0.7;12.5;2.8;5.9;25.2;27.8;91%;1.4;0;0.0;0.0;0;0.5;2.4;382;34.7272727272727;0.4;0.2;0.4;0.0;0.1;0.0;2 (9);382;0.2;1.2;20;0.2;1.2;20;0.2;16;2.4;10;12.3;14.6;62;Denmark;3F Superliga;DEN;Hvidovre IF;AM (RC), ST (C);23;Unknown;€2.7K p/w
;Gerardo Seeley-Fox;0;0;0;0;0.0;0;0.0;0.7;1.6;1.4;0.0;0.0;0.7;0.2;5%;35%;1.6;0;0.0;5.8;0.2;11.2;0.5;5.1;31.2;33.8;92%;0.9;0;0.0;0.0;0;1.2;1.2;386;29.6923076923077;0.7;0.2;0.7;0.0;0.2;0.0;4 (9);386;0.0;0.2;0;0.0;0.7;0;0.5;55;6.3;27;5.1;11.4;49;Denmark;3F Superliga;USA;Randers FC;ST (C);24;Unknown;€5.75K p/w
;Tommaso Montano;0;0;0;0;0.3;80;0.2;0.8;2.4;2.8;0.0;0.8;0.4;0.2;18%;53%;1.6;0;0.0;8.4;1.0;11.6;0.9;5.6;20.6;23.3;88%;1.1;5;0.4;0.0;0;1.1;1.2;1102;64.8235294117647;0.4;0.6;0.4;0.0;0.1;0.0;16 (1);157.428571428571;0.5;1.4;35;0.5;1.4;35;0.2;38;7.1;87;11.8;18.9;231;Denmark;3F Superliga;ITA;Hvidovre IF;AM (C), ST (C);26;Unknown;€4K p/w
;Malthe Pedersen;0;0;0;0;0.5;67;0.1;1.5;5.1;5.7;0.0;2.0;0.5;0.1;4%;41%;1.3;0;0.0;15.3;0.8;12.7;9.8;7.2;66.3;73.2;91%;1.2;2;0.2;0.1;0;2.5;1.8;761;44.7647058823529;0.2;0.1;0.2;0.0;0.1;0.0;8 (9);761;0.1;0.2;50;0.2;0.6;40;0.0;40;0.5;4;0.7;1.2;10;Denmark;3F Superliga;DEN;FC Nordsjælland;DM, M/AM (C);21;Unknown;€3.8K p/w
;Lukas Blomqvist;0;0;0;0;0.5;50;0.0;1.5;4.5;9.4;0.0;3.0;1.0;0.0;0%;57%;2.0;0;0.0;12.4;0.0;12.4;15.4;8.5;82.0;91.5;90%;1.0;0;0.0;0.0;0;2.0;0.0;181;60.3333333333333;0.0;0.0;0.0;0.0;0.0;0.0;2 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;83;2.5;5;0.5;3.0;6;Denmark;3F Superliga;DEN;FC København;DM;19;Unknown;€1.4K p/w
;Søren Schubert;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Vejle;D (C);18;Unknown;€700 p/w
;Martin Fogde;0;0;0;0;0.0;0;0.0;0.9;0.9;2.7;0.0;0.0;0.0;0.0;100%;100%;1.8;0;0.0;6.4;0.9;10.3;2.7;0.9;13.6;13.6;100%;0.9;1;0.9;0.9;0;4.5;0.0;99;33;1.0;1.8;1.0;0.0;0.2;0.0;1 (2);49.5;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;4.5;4.5;5;Denmark;3F Superliga;DEN;FC Nordsjælland;ST (C);19;Unknown;€3.1K p/w
;Thomas Nielsen;0;0;0;0;0.9;83;0.4;1.4;6.4;9.9;0.0;3.1;1.0;0.4;0%;22%;0.2;0;0.0;13.8;0.1;11.3;3.9;6.4;39.4;46.1;85%;0.7;2;0.2;0.0;0;0.8;0.9;958;50.4210526315789;0.0;0.0;0.0;0.0;0.1;0.0;10 (9);0;0.0;0.1;0;0.2;0.6;33;0.3;58;2.2;23;1.6;3.8;40;Denmark;3F Superliga;DEN;Randers FC;D (C), DM, M (C);23;Unknown;€2.2K p/w
;Albert Rrahmani;0;0;0;0;0.6;75;0.1;1.0;3.5;3.5;0.1;1.2;0.2;0.2;11%;68%;0.8;0;0.0;9.3;1.5;11.7;1.4;7.1;26.1;29.6;88%;1.1;2;0.1;0.1;0;0.7;3.2;1455;80.8333333333333;0.2;0.1;0.2;0.0;0.1;0.0;19 (1);727.5;0.1;1.1;6;0.1;1.1;5;0.1;23;2.0;32;6.7;8.7;140;Denmark;3F Superliga;KOS;Aarhus Fremad;M (C), AM (L), ST (C);26;Unknown;€2.2K p/w
Loa;Giovanni Marconi;0;0;0;0;0.8;100;0.0;0.8;6.7;5.0;0.0;3.3;0.0;0.0;0%;25%;0.8;0;0.0;9.2;3.3;11.8;3.3;14.2;29.2;34.2;85%;1.7;1;0.8;0.0;0;0.0;0.8;108;27;0.3;0.0;0.3;0.0;0.2;0.0;0 (4);0;0.0;9.2;0;0.0;9.2;0;0.0;0;0.0;0;6.7;6.7;8;Denmark;3F Superliga;ITA;Randers FC;AM (L), ST (C);22;Unknown;€1.1K p/w
;Yusuf Faghir;0;0;0;0;0.0;0;0.0;0.0;2.9;2.9;0.0;0.0;0.0;0.0;50%;50%;1.0;0;0.0;9.8;1.0;12.2;2.0;5.9;26.4;31.3;84%;1.0;0;0.0;0.0;0;2.0;0.0;92;30.6666666666667;0.2;1.0;0.2;0.0;0.0;0.0;1 (2);92;0.0;1.0;0;0.0;1.0;0;0.0;33;2.9;3;5.9;8.8;9;Denmark;3F Superliga;DEN;Vejle;AM (L), ST (C);25;Unknown;€1.9K p/w
;Tobias Laursen;0;0;0;0;0.0;0;0.0;0.7;3.9;2.8;0.0;1.1;0.4;0.4;13%;50%;1.4;0;0.0;4.6;1.1;10.8;1.1;10.3;19.8;23.0;86%;1.4;2;0.7;0.0;0;1.8;1.4;254;50.8;0.4;0.4;0.4;0.0;0.2;0.0;3 (2);254;0.4;0.7;50;1.4;7.8;18;0.0;6;0.7;2;11.0;11.7;33;Denmark;3F Superliga;DEN;Aarhus Fremad;M (C), ST (C);22;Unknown;€1.8K p/w
;Jonas Madsen;0;0;0;0;1.3;68;0.3;1.7;5.0;7.8;0.3;2.5;1.9;0.6;0%;29%;0.4;0;0.0;14.8;0.7;12.1;9.6;9.7;61.9;69.2;89%;1.4;3;0.2;0.1;0;2.0;1.6;1574;74.9523809523809;0.0;0.0;0.0;0.0;0.1;0.0;21;0;0.6;1.4;46;0.9;4.0;21;0.3;44;1.5;26;1.9;3.4;59;Denmark;3F Superliga;DEN;FC Nordsjælland;D (LC), WB (L), M (LC);19;Unknown;€3.5K p/w
;Anton Klaster;0;0;0;3;0.5;82;0.7;0.7;1.9;16.2;0.1;4.7;1.4;1.0;0%;67%;0.2;0;0.0;4.6;0.1;10.3;4.5;9.1;35.7;44.1;81%;0.2;0;0.0;0.1;0;0.6;1.8;1630;85.7894736842105;0.0;0.0;0.1;0.0;0.0;0.0;2 (13);0;0.1;0.1;100;0.1;0.1;100;3.9;86;7.0;126;1.1;8.1;146;Denmark;3F Superliga;DEN;Lyngby;D (C);26;Unknown;€1.4K p/w
;Philip Vestergård;0;0;0;0;1.1;100;0.4;1.4;2.8;9.2;0.7;3.2;0.4;0.4;0%;0%;0.0;0;0.0;2.5;0.0;9.1;3.9;4.2;28.2;32.8;86%;0.0;0;0.0;0.0;0;5.3;0.4;255;42.5;0.0;0.0;0.0;0.0;0.0;0.0;3 (3);0;0.0;0.0;0;0.0;0.0;0;0.4;44;2.8;8;3.5;6.4;18;Denmark;3F Superliga;DEN;Sønderjyske;D (RC), WB (RL), DM;20;Unknown;€1.8K p/w
;Seon-Ho Shin;0;0;0;0;0.0;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69%;0.0;0;0.0;0.0;0;0.0;0.0;51;10.2;0.0;0.0;0.0;0.0;0.0;0.0;0 (5);0;0.0;0.0;0;0.0;0.0;0;0.0;50;0.0;3;0.0;0.0;6;Denmark;3F Superliga;DEN;Randers FC;D/WB (R);20;Unknown;€2K p/w
;Nicolai Knudsen;0;0;0;0;0.0;0;1.6;1.2;5.9;15.3;0.0;7.0;1.2;1.6;0%;0%;0.0;0;0.0;5.5;0.0;10.8;3.5;5.9;58.3;63.0;93%;0.8;0;0.0;0.0;0;2.0;2.0;230;38.3333333333333;0.0;0.0;0.0;0.0;0.0;0.0;3 (3);0;0.0;0.0;0;0.0;0.4;0;0.0;62;3.1;8;2.0;5.1;13;Denmark;3F Superliga;DEN;AGF;D (C), DM;18;Unknown;€1.6K p/w
;Tobias Bach;0;0;0;1;3.3;87;0.0;4.2;11.4;10.8;0.0;3.1;0.5;0.0;31%;77%;1.2;0;0.0;18.6;2.4;13.3;4.3;13.8;32.3;40.8;79%;1.8;6;0.7;0.4;0;2.3;1.0;736;38.7368421052632;0.2;0.5;0.2;0.0;0.2;0.0;5 (14);184;0.6;3.4;18;0.6;4.8;12;1.0;62;4.8;39;2.9;7.7;63;Denmark;3F Superliga;DEN;Vejle;M (L), AM (RL), ST (C);30;Unknown;€3.3K p/w
Wnt;Alexander Lönnqvist;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;SWE;FC København;AM (R), ST (C);18;Unknown;€1.4K p/w
;Sander Østraat;1;0;81;0;0.0;0;0.0;0.0;0.0;11.1;0.0;0.7;5.6;0.0;0%;0%;0.0;87;-0.1;0.1;0.0;4.1;2.5;15.6;14.3;27.1;53%;0.1;1;0.1;0.0;6;0.6;1.9;1710;90;0.0;0.0;0.0;1.9;0.0;0.1;19;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;NOR;Lyngby;GK;28;Unknown;€2K p/w
;Aleksander Urnes;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;NOR;FC København;WB (R), ST (C);18;Unknown;€1.3K p/w
;Miodrag Jamaković;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;D (L);18;Unknown;€1.5K p/w
;Emil Pedersen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;16 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;DM, M (C);17;Unknown;€875 p/w
Lst;Simon Adejare;0;0;0;0;2.7;100;0.7;3.4;7.4;12.1;0.0;3.4;4.0;1.3;0%;33%;0.7;0;0.0;18.8;0.7;13.6;5.4;15.4;32.2;41.6;77%;0.7;0;0.0;0.0;0;1.3;2.0;134;16.75;0.0;0.0;0.0;0.0;0.0;0.0;0 (8);0;0.0;3.4;0;0.0;3.4;0;0.0;44;2.7;4;3.4;6.0;9;Denmark;3F Superliga;NGA;Aarhus Fremad;D (R);24;Unknown;€1.4K p/w
Wnt;Julius Madsen;0;0;0;0;0.8;100;0.4;0.8;5.7;9.2;0.0;4.6;1.9;0.4;0%;100%;0.4;0;0.0;16.5;0.0;10.5;2.7;8.8;33.3;37.1;90%;1.1;2;0.8;1.1;0;1.9;1.5;235;47;0.0;0.0;0.0;0.0;0.3;0.0;2 (3);0;0.4;0.4;100;0.4;0.4;100;0.0;0;0.0;0;2.3;2.3;6;Denmark;3F Superliga;DEN;Vejle;D/WB (L), M (LC), AM (L);30;Unknown;€3.8K p/w
;Michael Hvidt;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Brøndby IF;AM (L), ST (C);17;Unknown;€490 p/w
;Jonathan Ægidius;2;50;80;0;0.1;50;0.0;0.0;0.0;10.4;0.0;0.3;5.9;0.0;0%;0%;0.0;86;0.3;0.1;0.0;4.0;1.8;15.3;12.9;25.3;51%;0.0;0;0.0;0.0;6;0.9;1.8;1620;90;0.0;0.0;0.0;1.8;0.0;0.2;19 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Hvidovre IF;GK;31;Unknown;€1.7K p/w
;Fredrik Pedersen;0;0;0;2;1.4;65;0.4;1.2;5.2;9.9;0.2;3.7;1.1;0.5;14%;29%;0.2;0;0.0;16.9;0.6;12.1;4.8;14.0;30.0;35.9;83%;0.8;3;0.2;0.1;0;1.9;1.5;1676;79.8095238095238;0.0;0.1;0.0;0.0;0.1;0.0;10 (9);838;0.6;2.2;29;1.0;5.2;18;0.2;33;1.4;26;2.9;4.3;80;Denmark;3F Superliga;NOR;Vejle;D (RL), WB (R);31;Unknown;€4.5K p/w
;Jovan Vojnović;0;0;0;0;1.9;76;0.3;1.5;4.1;13.4;0.4;3.5;2.6;0.9;0%;100%;0.1;0;0.0;13.5;0.3;12.5;6.7;9.9;32.8;39.0;84%;0.3;0;0.0;0.0;0;0.4;1.3;620;77.5;0.0;0.0;0.0;0.0;0.0;0.0;8;0;0.1;2.9;5;0.1;2.9;5;0.6;69;3.5;24;1.6;5.1;35;Denmark;3F Superliga;SRB;Hvidovre IF;D (RLC), WB (R);26;Unknown;€300 p/w
;Mads Pedersen;0;0;0;0;0.8;50;0.4;1.5;4.2;13.1;0.0;7.0;0.4;1.5;0%;100%;0.4;0;0.0;15.5;0.0;12.3;7.7;8.9;73.4;82.3;89%;0.4;0;0.0;0.0;0;0.8;0.8;233;77.6666666666667;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0.0;0.0;0;0.0;0.0;0;0.0;58;2.7;7;1.9;4.6;12;Denmark;3F Superliga;DEN;FC Midtjylland;D (LC), M (L);22;Unknown;€4.5K p/w
Lst;Halldór Snær Georgsson;0;0;60;0;0.0;0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;0%;0%;0.0;84;-1.0;0.0;0.0;5.1;0.0;7.0;21.0;23.0;91%;0.0;0;0.0;0.0;3;0.0;2.0;90;90;0.0;0.0;0.0;2.0;0.0;0.0;1;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;ISL;Hvidovre IF;GK;29;Unknown;€975 p/w
;Magnus Bødskov;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Randers FC;ST (C);17;Unknown;€210 p/w
;Malte Broni;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100%;0.0;0;0.0;0.0;0;0.0;0.0;5;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0 (2);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;Vejle;D (C), DM, M (C);22;Unknown;€1.4K p/w
Trn;Igor de Oliveira;0;0;0;0;0.5;50;0.2;1.0;6.9;5.5;0.0;1.9;1.0;0.2;0%;33%;0.7;0;0.0;13.8;1.7;12.2;1.9;8.1;24.4;26.7;91%;1.7;5;1.2;0.0;0;0.7;2.9;377;34.2727272727273;0.2;0.0;0.2;0.0;0.2;0.0;4 (7);0;0.5;2.9;17;0.5;2.9;16;0.0;10;0.5;2;4.3;4.8;20;Denmark;3F Superliga;BRA;Aarhus Fremad;AM (RL), ST (C);24;Unknown;€800 p/w
;Braian Iguarán;0;0;0;0;1.0;71;1.0;0.8;2.2;8.0;0.3;2.1;2.1;1.1;0%;50%;0.1;0;0.0;2.1;0.1;9.5;1.4;6.1;24.2;29.5;82%;0.1;0;0.0;0.0;0;0.8;2.8;1397;87.3125;0.0;0.0;0.0;0.0;0.0;0.0;16;0;0.0;0.0;0;0.0;0.0;0;0.1;23;0.7;11;2.4;3.1;48;Denmark;3F Superliga;COL;Aarhus Fremad;D (LC);23;Unknown;€1.3K p/w
;Tommy Andersen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;D (C);18;Unknown;€1.3K p/w
;Yusef Omid;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100%;0.0;1;0.0;0.0;0;0.0;0.0;11;3.66666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;1;Denmark;3F Superliga;NOR;Lyngby;AM (RL), ST (C);26;Unknown;N/A
