Inf;Player;Best Pos;Asking Price;Tck A;Off;KP/90;Shot/90;Unique ID;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Boris Mamuzah Lum;DM;€7.5M;29;1;0.6;0.7;2000259406;0;0;0;0;0.7;72;0.2;1.3;4.8;11.2;0.1;1.7;0.5;0.4;5%;20%;0.1;0;0.0;7.4;0.1;7.5;4.6;7.9;36.1;38.5;94%;0.6;6;0.2;0.0;0;0.7;1.6;2578;75.8235294117647;0.1;0.0;0.1;0.0;0.1;0.0;34;2578;0.0;0.0;100;0.0;0.0;100;0.2;33;0.5;13;0.9;1.4;39;Germany;Bundesliga;GER;FC St. Pauli;D (R), DM, M (C);26;Unknown;€54K p/w
;Dionisio Casella;ST (C);€20M;8;23;1.5;3.5;2002259653;0;0;0;0;0.1;50;0.0;0.6;2.0;2.8;0.0;0.7;0.1;0.2;10%;39%;1.4;0;0.0;5.7;1.0;9.9;1.2;14.1;27.8;30.6;91%;1.2;8;0.2;0.0;0;0.9;0.7;3394;84.85;0.3;0.3;0.3;0.0;0.1;0.0;5 (32);261.076923076923;0.2;0.6;29;0.2;0.6;29;0.2;21;1.2;47;4.7;5.9;224;Portugal;Premier League;ARG;VTSC;AM (LC), ST (C);23;Unknown;€17K p/w
Wnt;Luis Ángel Moreno;AM (RL);€46M;85;27;1.8;1.9;2002235820;0;0;0;0;1.6;75;0.0;2.5;10.1;3.5;0.0;1.9;0.3;0.3;12%;33%;0.6;0;0.0;17.6;3.7;12.3;3.8;19.4;46.1;52.1;89%;1.8;11;0.3;0.1;0;1.0;1.6;3692;85.8604651162791;0.2;0.2;0.2;0.0;0.1;0.0;7 (20);410.222222222222;1.0;3.4;29;1.0;3.4;29;0.0;21;0.6;23;2.0;2.6;107;Spain;First Division;ESP;Levante;M (L), AM (RL);22;Unknown;€24.5K p/w
Wnt;Kjell Wätjen;M (C);€13.75M;7;0;0.1;0.4;2000229933;0;0;0;0;0.3;100;0.1;0.2;0.5;6.9;0.0;0.3;0.0;0.0;0%;36%;0.1;0;0.0;1.5;0.0;1.4;0.4;19.6;6.3;6.6;96%;0.1;10;0.4;0.1;0;0.7;2.1;2414;71;0.0;0.0;0.0;0.0;0.2;0.0;28 (6);0;0.0;0.0;0;0.0;0.2;0;0.0;25;0.0;1;0.1;0.1;4;England;Premier League;GER;West Brom;WB (R), DM, M (C), AM (RC);28;Unknown;€140K p/w
;Rico Lang;ST (C);€5M;9;20;0.6;1.4;2002235509;0;0;0;0;0.2;67;0.0;0.4;1.2;1.3;0.0;0.7;0.2;0.1;11%;48%;0.7;0;0.0;7.8;0.8;11.2;0.5;21.4;27.1;30.0;90%;0.6;1;0.0;0.0;0;0.9;1.5;2855;83.9705882352941;0.1;0.2;0.1;0.0;0.0;0.0;34;571;0.1;0.2;43;0.1;0.2;42;0.0;35;2.0;62;3.7;5.6;178;Germany;Bundesliga;GER;FC St. Pauli;ST (C);23;Unknown;€52K p/w
;Gabriel Dbouk;D (R);€6.25M;62;3;0.9;0.4;2000467145;0;0;0;0;1.7;84;0.3;1.9;7.4;11.0;0.0;3.6;1.2;0.6;0%;0%;0.0;0;0.0;15.3;0.9;11.4;7.3;14.0;49.4;56.0;88%;0.9;8;0.3;0.2;0;0.9;1.2;2778;89.6129032258064;0.0;0.0;0.0;0.0;0.1;0.0;31;0;0.5;2.3;19;0.5;2.6;18;0.1;42;1.7;51;2.3;3.9;121;Spain;First Division;POR;Getafe;D/WB (R);26;Unknown;€21.5K p/w
;Samuele Pirola;D (L);€7M;69;1;1.2;0.1;2000492094;0;0;0;0;1.6;70;0.1;1.7;7.8;11.2;0.1;3.6;1.3;0.7;50%;50%;0.0;0;0.0;16.0;0.9;12.2;7.5;16.7;49.8;57.1;87%;1.2;4;0.1;0.1;0;0.9;1.4;2624;82;0.0;0.0;0.0;0.0;0.1;0.0;31 (1);2624;0.4;2.7;15;0.4;2.7;15;0.2;45;1.2;35;1.5;2.7;78;Spain;First Division;ITA;Getafe;D (LC), WB/M/AM (L);25;Unknown;€39.5K p/w
;Aboubacar Danioko;ST (C);€9M;9;23;1.1;2.1;2002085528;0;0;0;0;0.2;56;0.0;0.5;1.7;1.0;0.0;0.9;0.1;0.1;21%;51%;1.1;0;0.0;6.3;1.4;10.4;1.0;19.7;25.2;28.6;88%;1.1;3;0.1;0.0;0;1.6;1.4;2314;68.0588235294118;0.2;0.4;0.2;0.0;0.1;0.0;12 (19);210.363636363636;0.2;0.3;63;0.2;0.3;62;0.0;27;1.6;41;4.2;5.8;150;France;Ligue 1 McDonald's;FRA;Toulouse FC;ST (C);23;Unknown;€24.5K p/w
;Fodé Sylla;DM;€8.5M;58;3;1.5;1.2;2000205287;0;0;0;1;1.7;79;0.3;2.3;9.1;8.7;0.1;3.0;0.7;0.6;9%;38%;0.5;0;0.0;16.3;0.3;13.3;8.0;8.7;72.0;79.2;91%;1.5;6;0.2;0.1;0;2.0;1.1;2450;84.4827586206897;0.1;0.1;0.1;0.0;0.1;0.0;29;816.666666666667;0.0;0.3;11;0.0;0.3;11;0.3;58;2.0;55;1.5;3.5;95;France;Ligue 1 McDonald's;FRA;RC Lens;DM, M (C);28;Unknown;€38K p/w
;Viggo Gebel;AM (C);€6.25M;27;9;1.7;2.0;2000330436;0;0;0;0;0.7;74;0.0;1.5;5.7;9.7;0.0;1.7;0.2;0.2;10%;37%;0.8;0;0.0;11.4;1.4;12.3;2.5;19.0;38.5;43.1;89%;1.7;11;0.4;0.1;0;1.4;1.5;2739;76.0833333333333;0.3;0.2;0.3;0.0;0.1;0.0;35 (1);456.5;0.3;1.3;22;1.0;5.6;18;0.0;21;0.5;14;1.8;2.2;68;Germany;Bundesliga;GER;VfL Wolfsburg;DM, M (LC), AM (RLC);26;Unknown;€22K p/w
Inj;Harry Gray;ST (C);€9.25M;11;15;1.3;2.2;2000463321;0;0;0;0;0.4;91;0.0;0.8;2.3;1.6;0.0;0.8;0.2;0.1;19%;40%;0.9;0;0.0;7.3;0.9;10.6;1.6;21.3;26.9;30.5;88%;1.3;4;0.1;0.0;0;1.2;2.1;2418;69.0857142857143;0.3;0.4;0.3;0.0;0.1;0.0;35;219.818181818182;0.3;1.0;27;0.3;1.0;25;0.1;16;0.9;23;4.5;5.4;145;England;Premier League;ENG;QPR;AM (RLC), ST (C);25;Unknown;€53K p/w
Wnt;Efe Sarıkaya;D (C);€1.6M;21;0;0.2;0.1;2000166295;0;0;0;0;0.4;62;1.0;1.0;2.8;12.0;0.2;2.4;1.3;0.6;33%;33%;0.0;0;0.0;4.2;0.0;10.1;1.9;3.2;38.0;41.0;93%;0.2;3;0.1;0.0;0;0.7;1.6;2936;86.3529411764706;0.0;0.0;0.0;0.0;0.0;0.0;17 (4);2936;0.0;0.1;50;0.0;0.1;50;1.1;72;3.9;128;1.6;5.5;179;Germany;Bundesliga;TUR;Holstein Kiel;D (LC);28;Unknown;€22K p/w
Wnt;Mathys Angély;D (C);€4M;20;0;0.1;0.3;2000301241;0;0;0;0;0.5;70;0.7;0.9;3.3;16.9;0.0;3.1;0.9;0.5;13%;50%;0.1;0;0.0;3.8;0.1;10.4;1.4;3.0;40.7;44.5;91%;0.1;1;0.0;0.0;0;1.4;1.1;2425;78.2258064516129;0.0;0.0;0.0;0.0;0.0;0.0;31;2425;0.0;0.1;0;0.0;0.1;0;1.4;74;3.9;104;1.3;5.2;140;Germany;Bundesliga;FRA;1. FC Köln;D (LC), DM;27;Unknown;€35K p/w
;Ryoya Yamaguchi;DM;€7M;50;2;1.1;0.3;19380103;0;0;0;1;1.0;58;0.3;1.9;6.1;14.1;0.1;2.6;1.0;0.5;0%;40%;0.1;0;0.0;13.0;0.2;11.5;6.9;7.2;48.3;53.5;90%;1.1;5;0.2;0.2;0;1.1;1.5;2636;87.8666666666667;0.0;0.0;0.0;0.0;0.2;0.0;30;0;0.0;0.1;50;0.0;0.1;50;0.1;48;1.0;28;1.0;2.0;58;France;Ligue 1 McDonald's;JPN;Paris FC;DM, M (C);24;Unknown;€25K p/w
;Ewen Jaouen;GK;€5M;4;0;0.0;0.0;2000183134;4;0;76;0;0.0;0;0.0;0.0;0.0;3.6;0.0;0.0;2.2;0.0;0%;0%;0.0;89;0.4;0.0;0.0;5.3;0.1;6.1;21.6;23.6;91%;0.0;0;0.0;0.0;3;1.5;1.2;2804;87.625;0.0;0.0;0.0;1.2;0.0;0.3;32;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;France;Ligue 1 McDonald's;FRA;Toulouse FC;GK;28;Unknown;€31K p/w
Wnt;Hassan Reuters;DM, M (C);€3.2M;27;0;0.4;0.7;2002225991;0;0;0;0;0.6;74;0.1;0.8;2.4;11.5;0.0;1.1;0.6;0.3;12%;28%;0.2;0;0.0;6.3;0.1;6.2;4.1;9.9;29.2;32.2;91%;0.4;10;0.3;0.2;0;0.7;1.7;3008;85.9428571428571;0.1;0.1;0.1;0.0;0.2;0.0;11 (21);1002.66666666667;0.0;0.0;0;0.0;0.0;0;0.2;33;0.4;12;0.7;1.1;36;Germany;Bundesliga;GER;SpVgg Greuther Fürth;DM, M/AM (C);23;Unknown;€16.25K p/w
;Ramiro;M/AM (C);€9M;3;0;1.1;1.3;2002153018;0;0;0;0;0.0;33;0.0;0.0;0.5;10.2;0.0;0.1;0.0;0.0;8%;41%;0.6;0;0.0;0.8;0.0;0.4;0.1;13.7;0.9;1.1;81%;0.1;19;0.7;0.1;0;0.8;1.3;2614;84.3225806451613;0.2;0.1;0.2;0.0;0.2;0.0;31;871.333333333333;0.0;0.0;0;0.1;1.7;6;0.0;33;0.0;1;0.1;0.1;3;Portugal;Premier League;ESP;Mafra;M/AM (LC);24;Unknown;€2.1K p/w
;Sékou Kalapo;DM, AM (C);€2.9M;18;2;1.9;0.6;2000514172;0;0;0;0;0.9;67;0.1;1.6;4.6;11.6;0.0;1.4;0.5;0.2;0%;50%;0.3;0;0.0;11.7;0.5;12.3;5.2;11.3;45.3;49.1;92%;1.9;1;0.1;0.2;0;0.8;1.4;1257;73.9411764705882;0.1;0.0;0.1;0.0;0.1;0.0;16 (1);0;0.1;0.4;20;0.1;0.4;20;0.1;30;0.9;12;2.0;2.9;40;Germany;Bundesliga;FRA;SpVgg Greuther Fürth;DM, M/AM (C);24;Unknown;€17.25K p/w
;Alphadjo Cissé;AM (L);€6.25M;29;7;1.3;2.2;2000205568;0;0;0;0;0.8;93;0.0;0.9;3.9;8.4;0.0;0.6;0.2;0.1;6%;38%;0.8;0;0.0;5.3;1.4;4.1;1.4;14.3;15.1;17.2;88%;0.6;12;0.3;0.2;0;1.1;1.1;3215;86.8918918918919;0.3;0.1;0.3;0.0;0.2;0.0;37;643;0.3;1.1;26;0.3;1.1;25;0.0;42;0.6;23;0.9;1.5;55;Italy;Serie A;ITA;Udinese;M (C), AM (LC);27;Unknown;€44K p/w
Wnt;Mohamed Pla;D (C);€9M;23;0;0.2;0.0;2002226229;0;0;0;0;0.6;87;0.7;0.8;2.6;11.6;0.2;2.6;1.1;0.6;0%;0%;0.0;0;0.0;4.3;0.1;10.3;2.5;5.0;42.7;46.0;93%;0.2;1;0.0;0.1;0;0.9;1.7;2821;88.15625;0.0;0.0;0.0;0.0;0.0;0.0;13 (14);0;0.0;0.0;0;0.0;0.0;0;0.4;64;2.1;67;1.2;3.3;104;France;Ligue 1 McDonald's;FRA;Saint-Étienne;D (LC);23;Unknown;€14.75K p/w
;Mathis Lambourde;AM (R);€9.5M;62;38;1.4;2.4;2000191931;0;0;0;1;2.1;84;0.3;2.8;11.0;8.0;0.1;3.0;0.4;0.5;10%;47%;1.2;0;0.0;20.8;4.3;12.6;4.0;12.2;39.5;44.9;88%;1.4;12;0.5;0.1;0;1.1;1.3;2183;51.9761904761905;0.3;0.2;0.3;0.0;0.2;0.0;24 (18);363.833333333333;0.7;2.0;38;0.8;2.2;35;0.5;43;2.1;51;2.8;4.9;118;Spain;First Division;FRA;Mallorca;AM (RL), ST (C);28;Unknown;€56K p/w
Wnt;Iván Feltrin;ST (C);€11.75M;6;17;1.0;3.4;2002312519;0;0;0;0;0.3;100;0.0;0.6;1.6;0.6;0.0;0.7;0.1;0.3;10%;51%;1.7;0;0.0;5.9;1.1;10.6;0.8;15.7;25.4;28.3;90%;1.0;3;0.1;0.0;0;0.6;1.8;1825;55.3030303030303;0.4;0.3;0.4;0.0;0.0;0.0;18 (15);260.714285714286;0.3;0.5;60;0.3;0.5;60;0.0;28;1.4;29;3.7;5.1;104;Germany;Bundesliga;ARG;FC Schalke 04;AM (R), ST (C);21;Unknown;€56K p/w
Ask;Bittor Aranburu;M/AM (C);€15.5M;6;1;0.1;1.1;2002236668;0;0;0;0;0.1;67;0.1;0.1;0.7;11.6;0.0;0.2;0.1;0.0;8%;31%;0.3;0;0.0;0.6;0.1;0.7;0.2;14.8;2.8;3.2;87%;0.1;5;0.1;0.1;0;1.0;1.3;3176;83.5789473684211;0.1;0.1;0.1;0.0;0.1;0.0;37 (1);1058.66666666667;0.0;0.1;0;0.0;0.1;0;0.0;75;0.1;3;0.0;0.1;4;Spain;First Division;ESP;Alavés;M (C), AM (LC);23;Unknown;€8.75K p/w
;Michiel Cauwel;D (C);€4.8M;21;0;0.2;0.6;2000254665;0;0;0;0;0.5;81;0.6;0.9;2.6;20.7;0.2;2.5;0.9;0.5;0%;17%;0.1;0;0.0;3.9;0.0;9.6;2.0;3.4;39.7;43.3;92%;0.2;7;0.2;0.1;0;1.1;1.2;2880;87.2727272727273;0.1;0.0;0.1;0.0;0.1;0.0;20 (7);0;0.0;0.0;100;0.0;0.0;100;0.8;58;2.9;94;2.1;5.1;162;Portugal;Premier League;BEL;Casa Pia;D (C);27;Unknown;€6.25K p/w
Wnt;Julius Berthel Askou;D (C);€1.7M;24;0;0.1;0.2;2000217175;0;0;0;0;0.5;75;0.9;0.9;2.9;11.0;0.0;2.6;1.1;0.6;25%;38%;0.1;0;0.0;3.4;0.0;10.5;1.9;3.7;37.9;41.7;91%;0.1;1;0.0;0.0;0;0.5;1.5;3245;87.7027027027027;0.0;0.1;0.0;0.0;0.0;0.0;36 (1);1622.5;0.0;0.0;0;0.0;0.0;0;0.6;54;2.0;73;1.7;3.8;136;Italy;Serie A;DEN;Sampdoria;D (C);28;Unknown;€26K p/w
Wnt;Marcos Osella;ST (C);€24M;4;24;2.0;4.0;2002260522;0;0;0;0;0.1;100;0.0;0.6;1.3;3.3;0.0;0.5;0.1;0.1;9%;41%;1.7;0;0.0;5.9;0.6;10.5;1.1;17.0;25.5;28.2;90%;1.1;5;0.2;0.0;0;0.9;1.0;2613;79.1818181818182;0.4;0.3;0.4;0.0;0.1;0.0;33;261.3;0.1;0.5;20;0.1;0.8;18;0.0;17;0.9;25;4.2;5.1;147;Portugal;Premier League;ARG;Estrela da Amadora SAD;M (R), AM (RC), ST (C);22;Unknown;€17K p/w
Wnt;Henry Davies;DM;€10.75M;15;0;1.6;0.4;31041748;0;0;0;0;1.1;93;0.2;1.2;5.8;8.7;0.2;2.0;0.9;0.6;0%;20%;0.1;0;0.0;11.6;0.1;11.5;6.5;8.5;49.0;53.5;92%;1.1;1;0.1;0.0;0;1.4;1.1;1197;36.2727272727273;0.0;0.0;0.0;0.0;0.1;0.0;10 (23);0;0.1;0.1;100;0.1;0.1;100;0.0;35;0.5;7;1.0;1.5;20;England;Premier League;ENG;Everton;D (R), DM, M (RC), AM (C);24;Unknown;€25K p/w
;Alan Morinigo;D (L);€9.75M;109;5;1.0;0.2;2000142479;0;0;0;0;2.6;90;0.3;2.2;7.5;10.8;0.2;3.4;0.7;0.4;17%;33%;0.1;0;0.0;16.0;0.7;11.2;7.1;13.6;56.9;60.8;94%;0.9;6;0.2;0.1;0;1.0;1.2;3422;81.4761904761905;0.0;0.0;0.0;0.0;0.1;0.0;18 (17);3422;0.2;1.0;16;0.3;1.4;18;0.1;39;1.0;39;1.6;2.6;100;Portugal;Premier League;ARG;Gil Vicente;D/WB/M/AM (L);28;Unknown;€12.25K p/w
Wnt;Tomás Peixoto;AM (L);€9M;47;10;2.1;2.3;2000407482;0;0;0;0;1.7;87;0.0;2.3;9.5;5.4;0.0;1.6;0.5;0.1;7%;40%;0.9;0;0.0;11.4;5.6;11.1;3.0;18.1;39.3;44.5;88%;1.6;5;0.2;0.2;0;0.9;1.6;2187;64.3235294117647;0.2;0.2;0.2;0.0;0.2;0.0;14 (5);546.75;0.7;2.5;27;0.8;4.2;18;0.1;17;0.7;17;3.4;4.1;100;Portugal;Premier League;POR;Casa Pia;M/AM (RL);26;Unknown;€2.3K p/w
;Marc Martínez;AM (C);€3.5M;7;2;2.2;2.1;2000500550;0;0;0;0;0.4;57;0.0;0.8;5.0;10.0;0.0;1.4;0.3;0.4;22%;52%;1.1;0;0.0;11.9;1.5;12.6;3.1;19.0;36.8;42.5;87%;2.2;5;0.4;0.3;0;1.4;1.3;1005;41.875;0.2;0.4;0.2;0.0;0.1;0.0;10 (14);201;0.1;0.8;11;0.1;0.8;11;0.0;8;0.2;2;2.1;2.2;25;Spain;First Division;ESP;Valencia;M/AM (C);25;Unknown;€29.5K p/w
;Nathan Dlamini;AM (RL);€1.7M;57;10;2.6;0.8;2000258479;0;0;0;0;1.9;77;0.0;2.6;9.7;5.7;0.0;2.0;1.0;0.3;5%;32%;0.3;0;0.0;15.9;3.5;11.9;4.5;21.7;40.4;46.0;88%;2.6;3;0.1;0.0;0;0.6;0.9;2123;78.6296296296296;0.1;0.0;0.1;0.0;0.1;0.0;30 (3);2123;0.8;3.3;23;0.8;3.3;23;0.0;10;0.3;7;2.6;2.9;68;Portugal;Premier League;ZIM;Penafiel;WB/M (RL), AM (RLC), ST (C);27;Unknown;€2.9K p/w
;Lucas Ferreira;AM (R);€6.5M;30;4;2.2;1.9;2000272205;0;0;0;0;2.1;87;0.0;3.1;10.8;4.8;0.1;2.1;0.7;0.1;17%;39%;0.7;0;0.0;14.6;3.7;12.1;3.3;15.3;37.2;41.3;90%;2.2;1;0.1;0.2;0;0.9;1.4;1097;73.1333333333333;0.2;0.3;0.2;0.0;0.3;0.0;13 (2);274.25;0.3;4.3;8;0.6;6.2;9;0.0;20;0.7;9;2.9;3.6;44;Portugal;Premier League;BRA;AVS SAD;AM (RLC);28;Unknown;€6.75K p/w
;Alessandro Romano;DM;€5.75M;44;2;1.2;0.9;2000197769;0;0;0;0;0.8;66;0.3;1.4;6.0;13.3;0.1;2.6;0.6;0.7;12%;30%;0.3;0;0.0;11.4;0.2;10.9;5.3;6.7;43.6;47.3;92%;0.8;14;0.4;0.1;0;0.8;1.6;3446;88.3589743589744;0.1;0.1;0.1;0.0;0.2;0.0;39;861.5;0.0;0.1;0;0.4;4.5;9;0.3;51;1.5;59;1.5;3.0;115;Italy;Serie A;SUI;Spezia;DM, M (C);27;Unknown;€57K p/w
Wnt;Neno Žeželj;AM (R);€4.7M;37;10;3.4;1.6;2000332332;0;0;0;0;1.1;68;0.0;2.3;9.9;4.5;0.0;1.9;0.7;0.0;17%;42%;0.7;0;0.0;16.5;5.1;11.8;3.7;18.6;39.8;44.8;89%;2.3;6;0.3;0.2;0;1.0;1.5;2032;78.1538461538462;0.2;0.3;0.2;0.0;0.1;0.0;25 (1);338.666666666667;1.2;4.7;24;2.1;9.4;22;0.0;18;0.4;9;1.8;2.2;49;Germany;Bundesliga;CRO;FC St. Pauli;M (RC), AM (RLC);26;Unknown;€46K p/w
Wnt;Ailton Gomes;GK;€600K;0;0;0.0;0.0;2002151548;0;0;70;0;0.0;0;0.0;0.0;0.0;2.1;0.0;0.0;3.2;0.0;0%;0%;0.0;87;-0.2;0.0;0.0;5.3;0.1;10.5;19.5;25.1;78%;0.0;0;0.0;0.0;3;0.9;1.6;1159;89.1538461538462;0.0;0.0;0.0;1.6;0.0;0.1;12 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Spain;First Division;GNB;Levante;GK;23;Unknown;€13.75K p/w
;Hjalte Bidstrup;D/WB (R);€1.9M;55;2;1.0;0.4;2000202294;0;0;0;0;1.5;78;0.9;1.7;7.1;8.7;0.1;2.8;1.3;0.8;0%;9%;0.0;0;0.0;16.6;1.1;11.5;7.4;14.7;45.1;52.5;86%;1.0;4;0.1;0.0;0;0.7;1.6;2644;82.625;0.0;0.0;0.0;0.0;0.1;0.0;30 (2);0;0.6;2.0;28;0.6;2.0;28;0.3;49;1.7;49;1.8;3.4;101;Germany;Bundesliga;DEN;SpVgg Greuther Fürth;D (RL), WB (R);28;Unknown;€25K p/w
;Christ Tapé;D (C);€2.8M;17;0;0.2;0.4;12095603;0;0;0;0;0.3;59;0.7;0.8;2.5;12.6;0.1;2.5;1.4;0.8;8%;23%;0.1;0;0.0;4.5;0.0;10.3;1.6;3.2;39.1;42.6;92%;0.2;5;0.1;0.0;0;1.1;1.3;3166;87.9444444444444;0.1;0.0;0.1;0.0;0.1;0.0;31 (1);3166;0.0;0.1;50;0.0;0.1;50;0.9;64;3.6;125;2.0;5.5;194;Germany;Bundesliga;CIV;Hertha BSC;D (LC), WB (L);28;Unknown;€48K p/w
Wnt;Wawan Rizal;M/AM (L);€15.5M;3;1;0.2;0.8;2002256845;0;0;0;0;0.2;100;0.0;2.6;12.1;3.1;0.0;3.1;0.5;0.3;18%;27%;0.2;0;0.0;14.4;4.1;12.0;0.9;17.5;7.2;7.9;92%;0.2;3;0.2;0.1;0;1.4;1.5;1234;37.3939393939394;0.1;0.1;0.1;0.0;0.2;0.0;11 (22);617;3.5;3.7;94;3.5;3.7;94;0.1;91;2.8;39;0.3;3.1;43;England;Premier League;NED;Leeds;M (L), AM (LC);22;Unknown;€23.5K p/w
Wnt;Dinis Telehovschi;DM, M (C);€5.75M;25;0;1.0;0.4;2000288721;0;0;0;0;1.0;92;0.1;1.4;5.4;13.8;0.0;2.8;0.9;0.5;11%;22%;0.1;0;0.0;9.8;0.4;10.7;5.0;7.8;44.1;47.7;92%;1.0;8;0.4;0.2;0;1.2;1.6;2055;73.3928571428571;0.0;0.0;0.0;0.0;0.2;0.0;28;2055;0.0;0.2;0;0.0;0.2;0;0.4;78;2.2;50;0.6;2.8;64;Portugal;Premier League;POR;Famalicão;DM, M (C);27;Unknown;€8.25K p/w
Wnt;Mamadou Coly;ST (C);€13M;19;15;1.2;2.2;2002180558;0;0;0;0;0.6;95;0.0;1.4;4.2;3.1;0.0;1.0;0.1;0.1;14%;48%;1.0;0;0.0;8.4;1.1;10.7;1.8;16.1;29.8;33.4;89%;1.1;5;0.2;0.1;0;0.9;1.5;2663;83.21875;0.2;0.3;0.2;0.0;0.0;0.0;32;295.888888888889;0.3;1.2;23;1.3;7.9;16;0.1;18;0.8;23;3.5;4.3;128;Portugal;Premier League;SEN;AVS SAD;AM (L), ST (C);23;Unknown;€6K p/w
;Giacomo Gabbiani;ST (C);€1.1M;3;4;0.9;4.1;2000179918;0;0;0;0;0.2;67;0.0;0.6;1.9;1.6;0.0;0.7;0.2;0.0;20%;59%;2.4;0;0.0;8.3;0.5;10.6;0.7;16.2;22.6;25.7;88%;0.9;0;0.0;0.1;0;1.1;1.0;1111;34.71875;0.4;0.8;0.4;0.0;0.1;0.0;5 (27);111.1;0.0;0.2;0;0.0;0.2;0;0.1;31;2.3;28;5.0;7.3;90;Spain;First Division;ITA;Leganés;ST (C);27;Unknown;€22K p/w
Wnt;Antonio Baždarić;DM, M (C);€1.4M;43;1;1.2;0.4;2000224881;0;0;0;0;1.3;88;0.2;1.5;5.6;10.7;0.1;2.2;0.9;0.7;0%;27%;0.1;0;0.0;10.9;0.1;11.4;5.7;8.5;50.4;55.3;91%;1.2;6;0.2;0.2;0;0.9;1.6;2692;76.9142857142857;0.0;0.0;0.0;0.0;0.2;0.0;31 (4);0;0.0;0.1;50;0.0;0.1;50;0.3;55;1.7;50;1.4;3.0;91;France;Ligue 1 McDonald's;CRO;Saint-Étienne;DM, M (C);28;Unknown;€19.75K p/w
Wnt;Miguel Sánchez;DM, M (C);€8.25M;43;2;0.9;0.4;2002136461;0;0;0;0;1.1;74;0.0;1.6;5.5;13.3;0.1;2.6;0.8;0.5;0%;18%;0.1;0;0.0;11.8;0.2;11.6;5.7;7.2;46.1;50.4;91%;0.9;3;0.1;0.1;0;0.8;1.1;2656;80.4848484848485;0.0;0.0;0.0;0.0;0.0;0.0;33;0;0.1;0.2;60;0.1;0.2;60;0.1;58;0.7;22;0.5;1.3;38;Portugal;Premier League;COL;Estrela da Amadora SAD;DM, M (C);23;Unknown;€26K p/w
;Elvis Fruto;M (C);€3M;0;0;0.2;0.2;2002154307;0;0;0;0;0.0;0;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;25%;25%;0.0;0;0.0;0.0;0.0;0.1;0.0;12.1;0.3;0.4;88%;0.2;8;0.4;0.2;0;0.9;1.5;1895;57.4242424242424;0.0;0.0;0.0;0.0;0.2;0.0;26 (7);1895;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Germany;Bundesliga;COL;FC St. Pauli;D (C), DM, M (C);23;Unknown;€22.5K p/w
Wnt;Alan Torterolo;AM (R);€1.6M;46;12;1.8;2.0;2000417073;0;0;0;0;1.1;80;0.0;2.0;8.2;3.9;0.1;1.7;0.6;0.2;12%;32%;0.6;0;0.0;14.0;3.7;11.3;3.3;21.5;35.9;39.9;90%;1.8;3;0.1;0.0;0;1.0;1.5;2992;85.4857142857143;0.2;0.2;0.2;0.0;0.1;0.0;34 (1);374;0.8;3.4;22;0.8;3.5;21;0.0;24;0.7;23;2.2;2.9;95;Italy;Serie A;URU;Hellas Verona;AM (RL), ST (C);26;Unknown;€19.5K p/w
;Kevin De la Cruz;DM;€15.75M;40;2;0.5;0.1;2002300030;0;0;0;0;1.3;80;0.5;1.5;6.3;10.9;0.2;2.6;0.5;0.6;0%;0%;0.0;0;0.0;11.6;0.0;12.1;3.5;6.3;53.4;57.5;93%;0.5;1;0.0;0.0;0;0.9;1.3;2173;63.9117647058824;0.0;0.0;0.0;0.0;0.0;0.0;23 (11);0;0.0;0.0;0;0.0;0.0;0;0.0;48;0.7;16;0.7;1.4;33;Spain;First Division;ESP;Almería;D (C), DM;21;Unknown;€19.25K p/w
;Herba Guirassy;AM (L);€5.5M;49;0;1.3;1.7;2000191043;0;0;0;0;1.5;76;0.0;1.7;8.0;4.5;0.0;2.5;0.8;0.4;10%;40%;0.7;0;0.0;14.6;2.5;11.6;3.6;16.2;36.7;42.7;86%;1.2;9;0.4;0.3;0;1.1;1.4;2259;83.6666666666667;0.2;0.2;0.2;0.0;0.2;0.0;26 (1);564.75;1.2;5.4;21;1.2;5.6;22;0.1;48;2.1;53;2.3;4.4;110;France;Ligue 1 McDonald's;FRA;Brest;M/AM (L), ST (C);27;Unknown;€38K p/w
